"Parameter.ID","Parameter.Label","Columns","True Number of Groups","Method","Statistic","Determined Number of Groups","RunTime"
4,"Full covariance, small overlap",1000,1,"mclustBootstrapLRT: EEE","p-value: 0.001",">1","48.0574s"
5,"High overlap, full covariance + correlation",10,1,"mclustBootstrapLRT: EEE","p-value: 0.001",">1","0.36s"
5,"High overlap, full covariance + correlation",100,1,"mclustBootstrapLRT: EEE","p-value: 0.001",">1","1.6508s"
5,"High overlap, full covariance + correlation",500,1,"mclustBootstrapLRT: EEE","p-value: 0.001",">1","3.9955s"
3,"Closer still, diag cov varied scale",10,3,"mclustBootstrapLRT: EII","p-value: 0.012",">1","0.336s"
1,"Well-separated means, identity cov",1000,1,"mclustBootstrapLRT: EII","p-value: 1","1","1.1644s"
5,"High overlap, full covariance + correlation",1000,1,"mclustBootstrapLRT: EEE","p-value: 0.001",">1","9.9279s"
1,"Well-separated means, identity cov",10,2,"mclustBootstrapLRT: EEE","p-value: 0.001",">1","0.3619s"
1,"Well-separated means, identity cov",100,2,"mclustBootstrapLRT: EEE","p-value: 0.001",">1","1.6835s"
1,"Well-separated means, identity cov",500,2,"mclustBootstrapLRT: EEE","p-value: 0.001",">1","9.1141s"
1,"Well-separated means, identity cov",1000,2,"mclustBootstrapLRT: EEE","p-value: 0.001",">1","21.2894s"
2,"Closer means, identity cov",100,2,"mclustBootstrapLRT: EEE","p-value: NA","NA",NA
2,"Closer means, identity cov",500,2,"mclustBootstrapLRT: EEE","p-value: 0.001",">1","22.6699s"
2,"Closer means, identity cov",1000,2,"mclustBootstrapLRT: EEE","p-value: 0.001",">1","435.1663s"
3,"Closer still, diag cov varied scale",10,2,"mclustBootstrapLRT: EEE","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",100,3,"mclustBootstrapLRT: EII","p-value: 0.001",">1","1.6371s"
3,"Closer still, diag cov varied scale",100,2,"mclustBootstrapLRT: EEE","p-value: 0.001",">1","2.0418s"
3,"Closer still, diag cov varied scale",500,2,"mclustBootstrapLRT: EEE","p-value: 0.001",">1","11.3914s"
3,"Closer still, diag cov varied scale",1000,2,"mclustBootstrapLRT: EEE","p-value: 0.001",">1","29.8755s"
4,"Full covariance, small overlap",10,2,"mclustBootstrapLRT: EEE","p-value: 0.024",">1","0.3571s"
4,"Full covariance, small overlap",100,2,"mclustBootstrapLRT: EEE","p-value: 0.001",">1","2.1879s"
4,"Full covariance, small overlap",500,2,"mclustBootstrapLRT: EEE","p-value: 0.001",">1","8.5385s"
4,"Full covariance, small overlap",1000,2,"mclustBootstrapLRT: EEE","p-value: 0.001",">1","4.6724s"
5,"High overlap, full covariance + correlation",10,2,"mclustBootstrapLRT: EEE","p-value: 0.001",">1","0.3493s"
5,"High overlap, full covariance + correlation",100,2,"mclustBootstrapLRT: EEE","p-value: 0.001",">1","1.9547s"
5,"High overlap, full covariance + correlation",500,2,"mclustBootstrapLRT: EEE","p-value: 0.001",">1","4.5131s"
3,"Closer still, diag cov varied scale",500,3,"mclustBootstrapLRT: EII","p-value: 0.001",">1","4.766s"
5,"High overlap, full covariance + correlation",1000,2,"mclustBootstrapLRT: EEE","p-value: 0.001",">1","4.8969s"
1,"Well-separated means, identity cov",10,3,"mclustBootstrapLRT: EEE","p-value: 0.001",">1","0.3715s"
1,"Well-separated means, identity cov",100,3,"mclustBootstrapLRT: EEE","p-value: 0.001",">1","1.4822s"
1,"Well-separated means, identity cov",500,3,"mclustBootstrapLRT: EEE","p-value: 0.001",">1","6.8507s"
1,"Well-separated means, identity cov",1000,3,"mclustBootstrapLRT: EEE","p-value: 0.001",">1","11.8618s"
2,"Closer means, identity cov",10,3,"mclustBootstrapLRT: EEE","p-value: NA","NA",NA
2,"Closer means, identity cov",100,3,"mclustBootstrapLRT: EEE","p-value: 0.001",">1","1.146s"
2,"Closer means, identity cov",500,3,"mclustBootstrapLRT: EEE","p-value: 0.001",">1","4.2583s"
2,"Closer means, identity cov",1000,3,"mclustBootstrapLRT: EEE","p-value: 0.001",">1","2.4927s"
3,"Closer still, diag cov varied scale",1000,3,"mclustBootstrapLRT: EII","p-value: 0.001",">1","2.2499s"
3,"Closer still, diag cov varied scale",100,3,"mclustBootstrapLRT: EEE","p-value: 0.001",">1","2.0544s"
3,"Closer still, diag cov varied scale",500,3,"mclustBootstrapLRT: EEE","p-value: 0.001",">1","4.2535s"
3,"Closer still, diag cov varied scale",1000,3,"mclustBootstrapLRT: EEE","p-value: 0.001",">1","16.2549s"
4,"Full covariance, small overlap",10,3,"mclustBootstrapLRT: EEE","p-value: 0.001",">1","0.4895s"
4,"Full covariance, small overlap",100,3,"mclustBootstrapLRT: EEE","p-value: 0.001",">1","1.548s"
4,"Full covariance, small overlap",500,3,"mclustBootstrapLRT: EEE","p-value: 0.001",">1","10.2465s"
4,"Full covariance, small overlap",1000,3,"mclustBootstrapLRT: EEE","p-value: 0.001",">1","17.8475s"
5,"High overlap, full covariance + correlation",10,3,"mclustBootstrapLRT: EEE","p-value: 0.001",">1","0.3582s"
5,"High overlap, full covariance + correlation",100,3,"mclustBootstrapLRT: EEE","p-value: 0.001",">1","1.1933s"
5,"High overlap, full covariance + correlation",500,3,"mclustBootstrapLRT: EEE","p-value: 0.001",">1","6.2114s"
4,"Full covariance, small overlap",10,3,"mclustBootstrapLRT: EII","p-value: 0.2478","1","0.3181s"
5,"High overlap, full covariance + correlation",1000,3,"mclustBootstrapLRT: EEE","p-value: 0.001",">1","2.4686s"
1,"Well-separated means, identity cov",10,4,"mclustBootstrapLRT: EEE","p-value: 0.001",">1","0.36s"
1,"Well-separated means, identity cov",100,4,"mclustBootstrapLRT: EEE","p-value: 0.001",">1","1.4405s"
1,"Well-separated means, identity cov",500,4,"mclustBootstrapLRT: EEE","p-value: 0.001",">1","7.9763s"
1,"Well-separated means, identity cov",1000,4,"mclustBootstrapLRT: EEE","p-value: 0.001",">1","14.399s"
2,"Closer means, identity cov",10,4,"mclustBootstrapLRT: EEE","p-value: 0.001",">1","0.3656s"
2,"Closer means, identity cov",100,4,"mclustBootstrapLRT: EEE","p-value: 0.001",">1","1.9913s"
2,"Closer means, identity cov",500,4,"mclustBootstrapLRT: EEE","p-value: 0.001",">1","12.3967s"
2,"Closer means, identity cov",1000,4,"mclustBootstrapLRT: EEE","p-value: 0.001",">1","23.804s"
4,"Full covariance, small overlap",100,3,"mclustBootstrapLRT: EII","p-value: 0.4486","1","1.1717s"
3,"Closer still, diag cov varied scale",100,4,"mclustBootstrapLRT: EEE","p-value: 0.001",">1","1.6081s"
3,"Closer still, diag cov varied scale",500,4,"mclustBootstrapLRT: EEE","p-value: 0.001",">1","19.2224s"
3,"Closer still, diag cov varied scale",1000,4,"mclustBootstrapLRT: EEE","p-value: 0.001",">1","13.0204s"
4,"Full covariance, small overlap",10,4,"mclustBootstrapLRT: EEE","p-value: 0.001",">1","0.3588s"
4,"Full covariance, small overlap",100,4,"mclustBootstrapLRT: EEE","p-value: 0.001",">1","2.0201s"
4,"Full covariance, small overlap",500,4,"mclustBootstrapLRT: EEE","p-value: 0.001",">1","5.8793s"
4,"Full covariance, small overlap",1000,4,"mclustBootstrapLRT: EEE","p-value: 0.001",">1","26.7596s"
5,"High overlap, full covariance + correlation",10,4,"mclustBootstrapLRT: EEE","p-value: 0.001",">1","0.3689s"
5,"High overlap, full covariance + correlation",100,4,"mclustBootstrapLRT: EEE","p-value: 0.001",">1","0.9831s"
5,"High overlap, full covariance + correlation",500,4,"mclustBootstrapLRT: EEE","p-value: 0.001",">1","3.6727s"
4,"Full covariance, small overlap",500,3,"mclustBootstrapLRT: EII","p-value: 0.001",">1","3.6328s"
5,"High overlap, full covariance + correlation",1000,4,"mclustBootstrapLRT: EEE","p-value: 0.001",">1","9.8482s"
1,"Well-separated means, identity cov",10,1,"mclustBootstrapLRT: VEE","p-value: 0.037",">1","0.8102s"
1,"Well-separated means, identity cov",100,1,"mclustBootstrapLRT: VEE","p-value: 0.001",">1","1.7945s"
1,"Well-separated means, identity cov",500,1,"mclustBootstrapLRT: VEE","p-value: 0.001",">1","4.7981s"
1,"Well-separated means, identity cov",1000,1,"mclustBootstrapLRT: VEE","p-value: 0.001",">1","5.2495s"
2,"Closer means, identity cov",10,1,"mclustBootstrapLRT: VEE","p-value: NA","NA",NA
2,"Closer means, identity cov",100,1,"mclustBootstrapLRT: VEE","p-value: NA","NA",NA
2,"Closer means, identity cov",500,1,"mclustBootstrapLRT: VEE","p-value: NA","NA",NA
2,"Closer means, identity cov",1000,1,"mclustBootstrapLRT: VEE","p-value: 0.001",">1","6.2438s"
3,"Closer still, diag cov varied scale",10,1,"mclustBootstrapLRT: VEE","p-value: NA","NA",NA
4,"Full covariance, small overlap",1000,3,"mclustBootstrapLRT: EII","p-value: 0.001",">1","3.3888s"
3,"Closer still, diag cov varied scale",100,1,"mclustBootstrapLRT: VEE","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",500,1,"mclustBootstrapLRT: VEE","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",1000,1,"mclustBootstrapLRT: VEE","p-value: NA","NA",NA
4,"Full covariance, small overlap",10,1,"mclustBootstrapLRT: VEE","p-value: 0.1269","1","0.921s"
4,"Full covariance, small overlap",100,1,"mclustBootstrapLRT: VEE","p-value: 0.001",">1","2.0555s"
4,"Full covariance, small overlap",500,1,"mclustBootstrapLRT: VEE","p-value: NA","NA",NA
4,"Full covariance, small overlap",1000,1,"mclustBootstrapLRT: VEE","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",10,1,"mclustBootstrapLRT: VEE","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",100,1,"mclustBootstrapLRT: VEE","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",500,1,"mclustBootstrapLRT: VEE","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",10,3,"mclustBootstrapLRT: EII","p-value: 0.022",">1","0.3209s"
5,"High overlap, full covariance + correlation",1000,1,"mclustBootstrapLRT: VEE","p-value: NA","NA",NA
1,"Well-separated means, identity cov",10,2,"mclustBootstrapLRT: VEE","p-value: 0.001",">1","3.1704s"
1,"Well-separated means, identity cov",100,2,"mclustBootstrapLRT: VEE","p-value: 0.001",">1","1.183s"
1,"Well-separated means, identity cov",500,2,"mclustBootstrapLRT: VEE","p-value: 0.001",">1","3.8583s"
1,"Well-separated means, identity cov",1000,2,"mclustBootstrapLRT: VEE","p-value: 0.001",">1","15.0442s"
2,"Closer means, identity cov",10,2,"mclustBootstrapLRT: VEE","p-value: 0.001",">1","14.4986s"
2,"Closer means, identity cov",500,2,"mclustBootstrapLRT: VEE","p-value: NA","NA",NA
2,"Closer means, identity cov",1000,2,"mclustBootstrapLRT: VEE","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",10,2,"mclustBootstrapLRT: VEE","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",100,3,"mclustBootstrapLRT: EII","p-value: 0.001",">1","1.1487s"
3,"Closer still, diag cov varied scale",100,2,"mclustBootstrapLRT: VEE","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",500,2,"mclustBootstrapLRT: VEE","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",1000,2,"mclustBootstrapLRT: VEE","p-value: NA","NA",NA
4,"Full covariance, small overlap",10,2,"mclustBootstrapLRT: VEE","p-value: 0.001",">1","0.5985s"
4,"Full covariance, small overlap",100,2,"mclustBootstrapLRT: VEE","p-value: NA","NA",NA
4,"Full covariance, small overlap",500,2,"mclustBootstrapLRT: VEE","p-value: 0.001",">1","6.6263s"
4,"Full covariance, small overlap",1000,2,"mclustBootstrapLRT: VEE","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",10,2,"mclustBootstrapLRT: VEE","p-value: 0.002",">1","1.5117s"
5,"High overlap, full covariance + correlation",100,2,"mclustBootstrapLRT: VEE","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",500,2,"mclustBootstrapLRT: VEE","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",500,3,"mclustBootstrapLRT: EII","p-value: 0.001",">1","1.1252s"
2,"Closer means, identity cov",10,1,"mclustBootstrapLRT: EII","p-value: 0.04",">1","0.3489s"
5,"High overlap, full covariance + correlation",1000,2,"mclustBootstrapLRT: VEE","p-value: NA","NA",NA
1,"Well-separated means, identity cov",10,3,"mclustBootstrapLRT: VEE","p-value: 0.001",">1","1.6155s"
1,"Well-separated means, identity cov",100,3,"mclustBootstrapLRT: VEE","p-value: 0.001",">1","1.1198s"
1,"Well-separated means, identity cov",500,3,"mclustBootstrapLRT: VEE","p-value: 0.001",">1","3.0823s"
1,"Well-separated means, identity cov",1000,3,"mclustBootstrapLRT: VEE","p-value: 0.001",">1","11.9349s"
2,"Closer means, identity cov",100,3,"mclustBootstrapLRT: VEE","p-value: NA","NA",NA
2,"Closer means, identity cov",500,3,"mclustBootstrapLRT: VEE","p-value: NA","NA",NA
2,"Closer means, identity cov",1000,3,"mclustBootstrapLRT: VEE","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",10,3,"mclustBootstrapLRT: VEE","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",1000,3,"mclustBootstrapLRT: EII","p-value: 0.001",">1","44.1712s"
3,"Closer still, diag cov varied scale",100,3,"mclustBootstrapLRT: VEE","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",500,3,"mclustBootstrapLRT: VEE","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",1000,3,"mclustBootstrapLRT: VEE","p-value: NA","NA",NA
4,"Full covariance, small overlap",10,3,"mclustBootstrapLRT: VEE","p-value: NA","NA",NA
4,"Full covariance, small overlap",100,3,"mclustBootstrapLRT: VEE","p-value: 0.001",">1","1.1085s"
4,"Full covariance, small overlap",500,3,"mclustBootstrapLRT: VEE","p-value: NA","NA",NA
4,"Full covariance, small overlap",1000,3,"mclustBootstrapLRT: VEE","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",10,3,"mclustBootstrapLRT: VEE","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",500,3,"mclustBootstrapLRT: VEE","p-value: NA","NA",NA
1,"Well-separated means, identity cov",10,4,"mclustBootstrapLRT: EII","p-value: 0.5295","1","0.3566s"
5,"High overlap, full covariance + correlation",1000,3,"mclustBootstrapLRT: VEE","p-value: NA","NA",NA
1,"Well-separated means, identity cov",10,4,"mclustBootstrapLRT: VEE","p-value: 0.001",">1","27.1064s"
1,"Well-separated means, identity cov",100,4,"mclustBootstrapLRT: VEE","p-value: 0.001",">1","1.3816s"
1,"Well-separated means, identity cov",500,4,"mclustBootstrapLRT: VEE","p-value: 0.001",">1","2.6488s"
1,"Well-separated means, identity cov",1000,4,"mclustBootstrapLRT: VEE","p-value: 0.001",">1","10.5916s"
2,"Closer means, identity cov",10,4,"mclustBootstrapLRT: VEE","p-value: NA","NA",NA
2,"Closer means, identity cov",100,4,"mclustBootstrapLRT: VEE","p-value: 0.001",">1","1.6125s"
2,"Closer means, identity cov",500,4,"mclustBootstrapLRT: VEE","p-value: 0.001",">1","3.4461s"
2,"Closer means, identity cov",1000,4,"mclustBootstrapLRT: VEE","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",10,4,"mclustBootstrapLRT: VEE","p-value: NA","NA",NA
1,"Well-separated means, identity cov",100,4,"mclustBootstrapLRT: EII","p-value: 0.001",">1","1.1209s"
3,"Closer still, diag cov varied scale",100,4,"mclustBootstrapLRT: VEE","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",500,4,"mclustBootstrapLRT: VEE","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",1000,4,"mclustBootstrapLRT: VEE","p-value: NA","NA",NA
4,"Full covariance, small overlap",100,4,"mclustBootstrapLRT: VEE","p-value: 0.001",">1","1.2862s"
4,"Full covariance, small overlap",500,4,"mclustBootstrapLRT: VEE","p-value: NA","NA",NA
4,"Full covariance, small overlap",1000,4,"mclustBootstrapLRT: VEE","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",10,4,"mclustBootstrapLRT: VEE","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",100,4,"mclustBootstrapLRT: VEE","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",500,4,"mclustBootstrapLRT: VEE","p-value: NA","NA",NA
1,"Well-separated means, identity cov",500,4,"mclustBootstrapLRT: EII","p-value: 0.2537","1","3.0111s"
5,"High overlap, full covariance + correlation",1000,4,"mclustBootstrapLRT: VEE","p-value: NA","NA",NA
1,"Well-separated means, identity cov",10,1,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
1,"Well-separated means, identity cov",100,1,"mclustBootstrapLRT: EVE","p-value: 0.001",">1","1.8801s"
1,"Well-separated means, identity cov",500,1,"mclustBootstrapLRT: EVE","p-value: 0.001",">1","2011.8683s"
1,"Well-separated means, identity cov",1000,1,"mclustBootstrapLRT: EVE","p-value: 0.001",">1","8.226s"
2,"Closer means, identity cov",100,1,"mclustBootstrapLRT: EVE","p-value: 0.001",">1","2.6887s"
2,"Closer means, identity cov",500,1,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
2,"Closer means, identity cov",1000,1,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",10,1,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
1,"Well-separated means, identity cov",1000,4,"mclustBootstrapLRT: EII","p-value: 0.001",">1","19.8513s"
3,"Closer still, diag cov varied scale",100,1,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",500,1,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",1000,1,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
4,"Full covariance, small overlap",10,1,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
4,"Full covariance, small overlap",100,1,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
4,"Full covariance, small overlap",500,1,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
4,"Full covariance, small overlap",1000,1,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",10,1,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",100,1,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",500,1,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
2,"Closer means, identity cov",10,4,"mclustBootstrapLRT: EII","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",1000,1,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
1,"Well-separated means, identity cov",10,2,"mclustBootstrapLRT: EVE","p-value: 0.001",">1","0.8453s"
1,"Well-separated means, identity cov",100,2,"mclustBootstrapLRT: EVE","p-value: 0.001",">1","1.9752s"
1,"Well-separated means, identity cov",500,2,"mclustBootstrapLRT: EVE","p-value: 0.001",">1","6.8418s"
1,"Well-separated means, identity cov",1000,2,"mclustBootstrapLRT: EVE","p-value: 0.001",">1","20.6959s"
2,"Closer means, identity cov",100,2,"mclustBootstrapLRT: EVE","p-value: 0.001",">1","2.6446s"
2,"Closer means, identity cov",500,2,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
2,"Closer means, identity cov",1000,2,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",10,2,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
2,"Closer means, identity cov",100,4,"mclustBootstrapLRT: EII","p-value: 0.001",">1","1.9338s"
3,"Closer still, diag cov varied scale",100,2,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",500,2,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",1000,2,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
4,"Full covariance, small overlap",10,2,"mclustBootstrapLRT: EVE","p-value: 0.001",">1","0.7845s"
4,"Full covariance, small overlap",100,2,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
4,"Full covariance, small overlap",500,2,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
4,"Full covariance, small overlap",1000,2,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",10,2,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",100,2,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",500,2,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
2,"Closer means, identity cov",500,4,"mclustBootstrapLRT: EII","p-value: 0.001",">1","3.6425s"
5,"High overlap, full covariance + correlation",1000,2,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
1,"Well-separated means, identity cov",10,3,"mclustBootstrapLRT: EVE","p-value: 0.001",">1","2.603s"
1,"Well-separated means, identity cov",100,3,"mclustBootstrapLRT: EVE","p-value: 0.001",">1","2.8113s"
1,"Well-separated means, identity cov",500,3,"mclustBootstrapLRT: EVE","p-value: 0.001",">1","6.8994s"
1,"Well-separated means, identity cov",1000,3,"mclustBootstrapLRT: EVE","p-value: 0.001",">1","9.1005s"
2,"Closer means, identity cov",10,3,"mclustBootstrapLRT: EVE","p-value: 0.001",">1","1.3852s"
2,"Closer means, identity cov",100,3,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
2,"Closer means, identity cov",500,3,"mclustBootstrapLRT: EVE","p-value: 0.001",">1","7.9635s"
2,"Closer means, identity cov",1000,3,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",10,3,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
2,"Closer means, identity cov",1000,4,"mclustBootstrapLRT: EII","p-value: 0.001",">1","5.0025s"
3,"Closer still, diag cov varied scale",100,3,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",500,3,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",1000,3,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
4,"Full covariance, small overlap",10,3,"mclustBootstrapLRT: EVE","p-value: 0.001",">1","340.6391s"
4,"Full covariance, small overlap",100,3,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
4,"Full covariance, small overlap",500,3,"mclustBootstrapLRT: EVE","p-value: 0.001",">1","7.2253s"
4,"Full covariance, small overlap",1000,3,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",10,3,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",100,3,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",500,3,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",10,4,"mclustBootstrapLRT: EII","p-value: 0.017",">1","0.3468s"
2,"Closer means, identity cov",100,1,"mclustBootstrapLRT: EII","p-value: 0.001",">1","0.6859s"
5,"High overlap, full covariance + correlation",1000,3,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
1,"Well-separated means, identity cov",10,4,"mclustBootstrapLRT: EVE","p-value: 0.001",">1","20.4394s"
1,"Well-separated means, identity cov",100,4,"mclustBootstrapLRT: EVE","p-value: 0.001",">1","2.8814s"
1,"Well-separated means, identity cov",500,4,"mclustBootstrapLRT: EVE","p-value: 0.001",">1","10.3824s"
1,"Well-separated means, identity cov",1000,4,"mclustBootstrapLRT: EVE","p-value: 0.001",">1","10.0454s"
2,"Closer means, identity cov",10,4,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
2,"Closer means, identity cov",100,4,"mclustBootstrapLRT: EVE","p-value: 0.001",">1","3.1249s"
2,"Closer means, identity cov",500,4,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
2,"Closer means, identity cov",1000,4,"mclustBootstrapLRT: EVE","p-value: 0.001",">1","11.5281s"
3,"Closer still, diag cov varied scale",10,4,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",100,4,"mclustBootstrapLRT: EII","p-value: 0.001",">1","1.1645s"
3,"Closer still, diag cov varied scale",100,4,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",500,4,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",1000,4,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
4,"Full covariance, small overlap",10,4,"mclustBootstrapLRT: EVE","p-value: 0.001",">1","2.3891s"
4,"Full covariance, small overlap",100,4,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
4,"Full covariance, small overlap",500,4,"mclustBootstrapLRT: EVE","p-value: 0.001",">1","13.1046s"
4,"Full covariance, small overlap",1000,4,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",10,4,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",100,4,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",500,4,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",500,4,"mclustBootstrapLRT: EII","p-value: 0.001",">1","2.5329s"
5,"High overlap, full covariance + correlation",1000,4,"mclustBootstrapLRT: EVE","p-value: NA","NA",NA
1,"Well-separated means, identity cov",10,1,"mclustBootstrapLRT: VVE","p-value: 0.011",">1","0.8611s"
1,"Well-separated means, identity cov",100,1,"mclustBootstrapLRT: VVE","p-value: 0.001",">1","1.5503s"
1,"Well-separated means, identity cov",500,1,"mclustBootstrapLRT: VVE","p-value: 0.001",">1","5.6533s"
1,"Well-separated means, identity cov",1000,1,"mclustBootstrapLRT: VVE","p-value: 0.001",">1","3.4286s"
2,"Closer means, identity cov",10,1,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
2,"Closer means, identity cov",100,1,"mclustBootstrapLRT: VVE","p-value: 0.001",">1","1.8882s"
2,"Closer means, identity cov",500,1,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
2,"Closer means, identity cov",1000,1,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",10,1,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",1000,4,"mclustBootstrapLRT: EII","p-value: 0.001",">1","6.7025s"
3,"Closer still, diag cov varied scale",100,1,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",500,1,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",1000,1,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
4,"Full covariance, small overlap",10,1,"mclustBootstrapLRT: VVE","p-value: 0.004",">1","0.731s"
4,"Full covariance, small overlap",100,1,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
4,"Full covariance, small overlap",500,1,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
4,"Full covariance, small overlap",1000,1,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",10,1,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",100,1,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",500,1,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
4,"Full covariance, small overlap",10,4,"mclustBootstrapLRT: EII","p-value: 0.8352","1","0.3394s"
5,"High overlap, full covariance + correlation",1000,1,"mclustBootstrapLRT: VVE","p-value: NA","NA",NA
